HTS Number,Description,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,CIF Value,Product Cost,Freight,Insurance,General Rate of Duty Parsed (%),General Rate of Duty Duty Amount,Special Rate of Duty Parsed (%),Special Rate of Duty Duty Amount,Column 2 Rate of Duty Parsed (%),Column 2 Rate of Duty Duty Amount
0402.99.10.00,In airtight containers,3.9¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6¢/kg,10600.0,10000.0,500.0,100.0,0.0036792452830188677,39.0,0.0,0.0,0.005660377358490566,59.99999999999999
0402.99.30.00,Other,3.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",5.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.005283018867924529,56.00000000000001
0402.99.45.00,In airtight containers,49.6¢/kg,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 3.3¢/kg (CO) See 9822.04.30 (AU) See 9823.07.01-9823.07.07 (S+) See 9919.04.10, 9919.04.12, 99.19.04.14 (PA)",58.4¢/kg,10600.0,10000.0,500.0,100.0,0.04679245283018868,496.0,0.0,0.0,0.05509433962264151,584.0
0402.99.55.00,Other,49.6¢/kg,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 3.3¢/kg (CO) See 9822.04.30 (AU) See 9823.07.01-9823.07.07 (S+) See 9919.04.10, 9919.04.12, 99.19.04.14 (PA)",58.4¢/kg,10600.0,10000.0,500.0,100.0,0.04679245283018868,496.0,0.0,0.0,0.05509433962264151,584.0
0402.99.68.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,17.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.175,1854.9999999999998,0.0,0.0,0.35,3709.9999999999995
0402.99.70.00,Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions,17.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.175,1854.9999999999998,0.0,0.0,0.35,3709.9999999999995
0402.99.90.00,Other,46.3¢/kg + 14.9%,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 3¢/kg + 0.9% (PA) See 9822.04.25 (AU) See 9823.07.01-9823.07.07 (S+) See 9918.04.60, 9918.04.62 (CO)",54.5¢/kg + 17.5%,10600.0,10000.0,500.0,100.0,0.149,1579.3999999999999,0.0,0.0,0.175,1854.9999999999998
0403.20.05.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions.,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.2,2120.0
0403.20.10.00,Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.2,2120.0
0403.20.50.00,Other,$1.035/kg + 17%,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 6.9¢/kg + 1.1% (PA) See 9822.04.25 (AU) See 9823.06.01-9823.06.09 (S+) See 9918.04.60, 9918.04.63 (CO)",$1.217/kg + 20%,10600.0,10000.0,500.0,100.0,0.17,1802.0000000000002,0.0,0.0,0.2,2120.0
0403.20.90.00,Other,17%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.17,1802.0000000000002,0.0,0.0,0.2,2120.0
0403.90.37.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,3.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0403.90.41,Described in additional U.S. note 12 to this chapter and entered pursuant to its provisions,3.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0403.90.45.00,Other,87.6¢/kg,"Free (BH,CL,JO,MA,OM,P,PE,SG) 5.8¢/kg (CO,KR,PA) See 9822.04.20 (AU) See 9823.06.01-9823.06.09 (S+)",$1.03/kg,10600.0,10000.0,500.0,100.0,0.08264150943396227,876.0000000000001,0.0,0.0,0.0,0.0
0403.90.47.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,6.8¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",13.7¢/kg,10600.0,10000.0,500.0,100.0,0.006415094339622641,68.0,0.0,0.0,0.012924528301886793,137.0
0403.90.51.00,Described in additional U.S. note 8 to this chapter and entered pursuant to its provisions,6.8¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",13.7¢/kg,10600.0,10000.0,500.0,100.0,0.006415094339622641,68.0,0.0,0.0,0.012924528301886793,137.0
0403.90.57.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,13.7¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",27.3¢/kg,10600.0,10000.0,500.0,100.0,0.012924528301886793,137.0,0.0,0.0,0.025754716981132075,273.0
0403.90.61.00,Described in additional U.S. note 9 to this chapter and entered pursuant to its provisions,13.7¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",27.3¢/kg,10600.0,10000.0,500.0,100.0,0.012924528301886793,137.0,0.0,0.0,0.025754716981132075,273.0
0403.90.72.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,12.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30.9¢/kg,10600.0,10000.0,500.0,100.0,0.01160377358490566,123.0,0.0,0.0,0.029150943396226415,309.0
0403.90.74.00,Described in additional U.S. note 6 to this chapter and entered pursuant to its provisions,12.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30.9¢/kg,10600.0,10000.0,500.0,100.0,0.01160377358490566,123.0,0.0,0.0,0.029150943396226415,309.0
0403.90.85.00,Fermented milk other than dried fermented milk or other than dried milk with added lactic ferments,17%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.17,1802.0000000000002,0.0,0.0,0.2,2120.0
0403.90.87.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.2,2120.0
0403.90.90.00,Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.2,2120.0
0403.90.95.00,Other,$1.034/kg + 17%,"Free (BH,CL,JO,KR,MA,OM,P,SG) 6.8¢/kg + 1.1% (PA) See 9822.04.25 (AU) See 9823.06.01-9823.06.09 (S+) See 9918.04.60, 9918.04.64 (CO)",$1.217/kg + 20%,10600.0,10000.0,500.0,100.0,0.17,1802.0000000000002,0.0,0.0,0.2,2120.0
0404.10.05.00,Whey protein concentrates,8.5%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.2,2120.0
0404.10.08.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,13%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.13,1378.0,0.0,0.0,0.2,2120.0
0404.10.11.00,Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions,13%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.13,1378.0,0.0,0.0,0.2,2120.0
0404.10.15.00,Other,$1.035/kg + 8.5%,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 6.9¢/kg + 0.5% (PA) See 9822.04.25 (AU) See 9823.06.01-9823.06.09 (S+) See 9918.04.60, 9918.04.65 (CO)",$1.217/kg + 10%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.1,1060.0
0404.10.48.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,3.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0404.10.50,Described in additional U.S. note 12 to this chapter and entered pursuant to its provisions,3.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0404.10.90.00,Other,87.6¢/kg,"Free (BH,CL,JO,MA,OM,P,PE,SG) 5.8¢/kg (CO,KR,PA) See 9822.04.20 (AU) See 9823.06.01-9823.06.09 (S+)",$1.03/kg,10600.0,10000.0,500.0,100.0,0.08264150943396227,876.0000000000001,0.0,0.0,0.0,0.0
0404.90.10.00,Milk protein concentrates,0.37¢/kg,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",12¢/kg,10600.0,10000.0,500.0,100.0,0.0003490566037735849,3.6999999999999997,0.0,0.0,0.011320754716981131,119.99999999999999
0404.90.28.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,14.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.145,1537.0,0.0,0.0,0.25,2650.0
0404.90.30.00,Described in additional U.S. note 10 to this chapterand entered pursuant to its provisions,14.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.145,1537.0,0.0,0.0,0.25,2650.0
0404.90.50.00,Other,$1.189/kg + 8.5%,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 7.9¢/kg + 0.5% (PA) See 9822.04.25 (AU) See 9823.06.01-9823.06.09 (S+) See 9918.04.60, 9918.04.66 (CO)",$1.399/kg + 10%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.1,1060.0
0404.90.70.00,Other,8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.2,2120.0
0405.10.05.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,12.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)",30.9¢/kg,10600.0,10000.0,500.0,100.0,0.01160377358490566,123.0,0.0,0.0,0.029150943396226415,309.0
0405.10.10.00,Described in additional U.S. note 6 to this chapter and entered pursuant to its provisions,12.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30.9¢/kg,10600.0,10000.0,500.0,100.0,0.01160377358490566,123.0,0.0,0.0,0.029150943396226415,309.0
0405.20.10.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,15.4¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",31¢/kg,10600.0,10000.0,500.0,100.0,0.014528301886792452,154.0,0.0,0.0,0.029245283018867925,310.0
0405.20.20.00,Described in additional U.S. note 14 to this chapter and entered pursuant to its provisions,15.4¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",31¢/kg,10600.0,10000.0,500.0,100.0,0.014528301886792452,154.0,0.0,0.0,0.029245283018867925,310.0
0405.20.40.00,Other,13.1¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",31¢/kg,10600.0,10000.0,500.0,100.0,0.012358490566037736,131.0,0.0,0.0,0.029245283018867925,310.0
0405.20.50.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.2,2120.0
0405.20.60.00,Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.2,2120.0
0405.20.70.00,Other,70.4¢/kg + 8.5%,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 4.6¢/kg + 0.5% (PA) See 9822.04.25 (AU) See 9823.03.01-9823.03.12 (S+) See 9918.04.60, 9918.04.67 (CO)",82.8¢/kg + 10%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.1,1060.0
0405.20.80.00,Other,6.4%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.064,678.4,0.0,0.0,0.2,2120.0
0405.90.05,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.2,2120.0
0405.90.10,Described in additional U.S. note 14 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.2,2120.0
0405.90.20,Other,$1.865/kg + 8.5%,"Free (BH,CL,CO,JO,KR,MA,OM,P,PE,SG) 12.4¢/kg + 0.5% (PA) See 9822.04.10 (AU) See 9823.03.01-9823.03.12 (S+)",$2.194/kg + 10%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.1,1060.0
0406.10.02.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,10%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.04.00,Described in additional U.S.note 16 to this chapter and entered pursuant to its provisions,10%,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.12.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.14.00,Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.24.00,Described in additional U.S. note 18 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.34.00,Described in additional U.S. note 19 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.44.00,Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.54.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.64.00,Described in additional U.S. note 22 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.74.00,Described in additional U.S. note 23 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.84.00,Described in additional U.S. note 16 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.10.95.00,Other,8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.35,3709.9999999999995
0406.20.10.00,Roquefort cheese,8%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.08,848.0,0.0,0.0,0.35,3709.9999999999995
0406.20.15.00,Stilton cheese described in additional U.S. note 24 to this chapter and entered pursuant to its provisions,17%,"Free (CO,JO,KR,OM,PA,PE,S)",35%,10600.0,10000.0,500.0,100.0,0.17,1802.0000000000002,0.0,0.0,0.35,3709.9999999999995
0406.20.22.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.20.24.00,Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions,20%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.20.29.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,16%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.16,1696.0,0.0,0.0,0.35,3709.9999999999995
0406.20.31,Described in additional U.S.note 18 to this chapter and entered pursuant to its provisions,16%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.16,1696.0,0.0,0.0,0.35,3709.9999999999995
0406.20.34.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.20.36.00,Described in additional U.S.note 19 to this chapter and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.20.43.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.20.44.00,Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions,15%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.20.49.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.20.51.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,15%,"Free (A,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
0406.20.54.00,Other,9.6%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.096,1017.6,0.0,0.0,0.35,3709.9999999999995
0406.20.55.00,Cheeses made from sheep's milk,9.6%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.096,1017.6,0.0,0.0,0.35,3709.9999999999995
0406.20.56.00,"Other, described in general note 15 of the tariff schedule and entered pursuant to its provisions",10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.57.00,"Containing, or processed from, Bryndza, Gjetost, Gammelost, Nokkelost or Roquefort cheeses",8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.35,3709.9999999999995
0406.20.61.00,Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.65.00,Described in additional U.S. note 18 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.69.00,Described in additional U.S.note 19 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.73.00,Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.77.00,Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.81.00,Described in additional U.S. note 22 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.85.00,Described in additional U.S. note 23 to this chapter and entered pursuant to its provisions,10%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.89.00,Described in additional U.S. note 16 to this chapter and entered pursuant to its provisions,10%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.1,1060.0,0.0,0.0,0.35,3709.9999999999995
0406.20.95.00,Other,8.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.085,901.0000000000001,0.0,0.0,0.35,3709.9999999999995
0406.30.05.00,Stilton cheese described in additional U.S. note 24 to this chapter and entered pursuant to its provisions,17%,"Free (CO,JO,KR,OM,PA,PE,S)",35%,10600.0,10000.0,500.0,100.0,0.17,1802.0000000000002,0.0,0.0,0.35,3709.9999999999995
0406.30.12.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.30.14.00,Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions,20%,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.30.22.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,16%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.16,1696.0,0.0,0.0,0.35,3709.9999999999995
0406.30.24.00,Described in additional U.S.note 18 to this chapter and entered pursuant to its provisions,16%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.16,1696.0,0.0,0.0,0.35,3709.9999999999995
0406.30.32.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.30.34.00,Described in additional U.S. note 19 to this chapter and entered pursuant to its provisions,20%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.2,2120.0,0.0,0.0,0.35,3709.9999999999995
0406.30.42.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,15%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.15,1590.0,0.0,0.0,0.35,3709.9999999999995
